generation,best_fitness,mean_fitness,median_fitness
0,0.620660458162482,0.5880016451366941,0.5871169502425062
1,0.620660458162482,0.5896783135406364,0.5876409902782457
2,0.620660458162482,0.5896783135406364,0.5876409902782457
3,0.620660458162482,0.5901328807923085,0.5876409902782457
4,0.620660458162482,0.5916535751166843,0.5906353318119641
5,0.620660458162482,0.5923197369819809,0.5907813612621023
6,0.620660458162482,0.5945889782032094,0.5922570596132134
7,0.620660458162482,0.5945889782032094,0.5922570596132134
8,0.620660458162482,0.5945889782032094,0.5922570596132134
9,0.620660458162482,0.594661994177626,0.5922570596132134
10,0.620660458162482,0.5959778751680309,0.5966473639824399
11,0.620660458162482,0.5969778138667465,0.5978013986511872
12,0.620660458162482,0.5969778138667465,0.5978013986511872
13,0.620660458162482,0.5969778138667465,0.5978013986511872
14,0.620660458162482,0.5993078742411845,0.5995970317196071
15,0.620660458162482,0.599504547708402,0.5995970317196071
16,0.620660458162482,0.599504547708402,0.5995970317196071
17,0.620660458162482,0.599504547708402,0.5995970317196071
18,0.620660458162482,0.6006972016473202,0.5999341408955593
19,0.620660458162482,0.605146307324316,0.6037316165203499
20,0.620660458162482,0.6062869181707812,0.6046050509660013
21,0.620660458162482,0.6062869181707812,0.6046050509660013
22,0.620660458162482,0.6062869181707812,0.6046050509660013
23,0.620660458162482,0.6063863712234572,0.6046050509660013
24,0.620660458162482,0.6063863712234572,0.6046050509660013
25,0.620660458162482,0.6067080017602181,0.6049780416425173
26,0.620660458162482,0.6067080017602181,0.6049780416425173
27,0.620660458162482,0.6067080017602181,0.6049780416425173
28,0.620660458162482,0.6067080017602181,0.6049780416425173
29,0.620660458162482,0.6067080017602181,0.6049780416425173
30,0.620660458162482,0.6067080017602181,0.6049780416425173
