generation,best_fitness,mean_fitness,median_fitness
0,0.7237479904674711,0.5662439399683326,0.5604654493014185
1,0.7464398456781342,0.6815362380623562,0.6828048967067615
2,0.7464398456781342,0.6968309444878567,0.6900173029342593
3,0.7464398456781342,0.7021323927807376,0.6936438536536782
4,0.7496095221841705,0.7154348799257317,0.7104060306053464
5,0.7504075038664499,0.7248738054541717,0.7237479904674711
6,0.7504075038664499,0.7301686704848552,0.7306744961125928
7,0.7866001771620124,0.7424070536654895,0.7370524427537765
8,0.7866001771620124,0.748047278702692,0.7441536657411048
9,0.8058462171141866,0.7576121826017317,0.7504264623040046
10,0.8058462171141866,0.7701417928936877,0.7713836645983588
11,0.8071898403230581,0.7812703955102306,0.7794184394493425
12,0.80746289022384,0.7889296088257253,0.7866001771620124
13,0.8264404985784709,0.7959823403559467,0.7943268851122223
14,0.8268184815342912,0.8030254569442967,0.7982957072406959
15,0.843319501027063,0.8118914788939605,0.8071898403230581
16,0.8547064150759505,0.8190094852972604,0.815471088692951
17,0.8547064150759505,0.8216561495255731,0.8198685477735248
18,0.8547064150759505,0.8252203114904539,0.822336605978138
19,0.855224220476557,0.8315964507262514,0.8268184815342912
20,0.855224220476557,0.8388500930300624,0.8376986772022147
21,0.8587911868279356,0.8428878896237361,0.8437651141382271
22,0.865053090338079,0.8469878104173425,0.8459425209562123
23,0.8665616489082791,0.8501170484071175,0.8485218460634066
24,0.8665616489082791,0.852261183519586,0.8502140528337807
25,0.8665616489082791,0.8527408823063755,0.8510602064967088
26,0.8665616489082791,0.8550645347857775,0.8547064150759505
27,0.8665616489082791,0.8556377882455838,0.855224220476557
28,0.8784841890665086,0.859926234954528,0.8591739978220122
29,0.8912003682421353,0.8639652576827375,0.8608230712570656
30,0.8912003682421353,0.8648899347758693,0.8644316830537321
