generation,best_fitness,mean_fitness,median_fitness
0,0.0,-0.96,-1.0
1,0.3583207562391602,-0.8533667137941398,-1.0
2,1.0347267264566025,0.47334848290572046,0.42651870284217586
3,1.154907381279684,0.7280166764622718,0.6658321551465074
4,1.170475240733934,0.9675262135310091,1.0125312389729013
5,1.262167519255325,1.0749956180833495,1.0901416486455329
6,1.262167519255325,1.1229471568734193,1.1162336694332564
7,1.262167519255325,1.1705864930436898,1.1619731425727944
8,1.3542482773029136,1.2173792910235128,1.2010353339454198
9,1.3542482773029136,1.234068560356272,1.2234938074088975
10,1.3542482773029136,1.2584085136802903,1.2517191977308115
11,1.3542482773029136,1.2742747393721643,1.2739146852145127
12,1.3542482773029136,1.2883069338839823,1.2811059400540443
13,1.358716349726676,1.301344051256934,1.290392909577239
14,1.358716349726676,1.3146940042344573,1.3125883970609402
15,1.3929219891493414,1.3289781652939914,1.3260228869809998
16,1.4594326117914849,1.3489816522727023,1.3382840260128066
17,1.4594326117914849,1.3539342203585953,1.3425011113437262
18,1.4594326117914849,1.3595873517571935,1.353859797776716
19,1.4602095708438807,1.367623940770178,1.3542482773029136
20,1.512317772610368,1.3771185319621155,1.3543737708493349
21,1.512317772610368,1.386439038009183,1.3700750361596656
22,1.512317772610368,1.3878589008710902,1.3700750361596656
23,1.512317772610368,1.3907946338447585,1.3700750361596656
24,1.512317772610368,1.4038131784443038,1.3820851880986298
25,1.512317772610368,1.4169581968753422,1.4207588999450573
26,1.512317772610368,1.4274391133897684,1.422571717452351
27,1.512317772610368,1.4356155445983885,1.4276416016446258
28,1.512317772610368,1.4489458118622554,1.4480739253584953
29,1.5415790213871796,1.460612303050715,1.4602095708438807
30,1.5792168747787094,1.4713813497141992,1.461508415278555
