generation,best_fitness,mean_fitness,median_fitness
0,1.4828609071544785,1.204580721471739,1.1832876797990795
1,1.589495209964411,1.3021499156736993,1.2710687009296884
2,1.589495209964411,1.380000229796778,1.362697774117104
3,1.6661190535293093,1.429816812532914,1.3873837819102566
4,1.7204285419627872,1.5232900358489383,1.514856040456535
5,1.7204285419627872,1.6015304959575007,1.589495209964411
6,1.7204285419627872,1.6220596484206995,1.6229667426615424
7,1.7374184456423267,1.6407775460272978,1.6287994687753715
8,1.7374184456423267,1.6627888545787557,1.662271001472503
9,1.7451145497559395,1.688504051047035,1.6831089572088491
10,1.7577481267167252,1.7009923232196824,1.720428541962787
11,1.7577481267167252,1.7093100893864013,1.720428541962787
12,1.7747380303962648,1.7158272279984188,1.720428541962787
13,1.8120576151502026,1.7340785075159106,1.7204285419627872
14,1.8120576151502026,1.7376100793476132,1.7204285419627872
15,1.8120576151502026,1.7441272179596303,1.7374184456423267
16,1.8120576151502026,1.746979193644151,1.7374184456423267
17,1.8120576151502026,1.7521371399618053,1.7451145497559395
18,1.8120576151502026,1.764294322124771,1.7577481267167252
19,1.8367436229433551,1.7769858686709148,1.7747380303962645
20,1.8367436229433551,1.785698632665408,1.7747380303962648
21,1.8740632076972932,1.8039372936396618,1.8120576151502026
22,1.8740632076972932,1.8112037116765627,1.8120576151502026
23,1.8740632076972932,1.8145610304395146,1.8120576151502026
24,1.8740632076972932,1.8219320182674636,1.8120576151502026
25,1.8740632076972932,1.8268924656712309,1.8120576151502028
26,1.8740632076972932,1.8318529130749983,1.8367436229433551
27,1.8740632076972932,1.8363080174003341,1.8367436229433551
28,1.8740632076972932,1.8412684648041011,1.8367436229433551
29,1.8740632076972932,1.8422559051158274,1.8367436229433551
30,1.8740632076972932,1.847698449752889,1.8367436229433551
