generation,best_fitness,mean_fitness,median_fitness
0,-1.0,-1.0,-1.0
1,-1.0,-1.0,-1.0
2,0.14978661367769955,-0.9540085354528921,-1.0
3,0.14978661367769955,-0.908017070905784,-1.0
4,0.6796183503325032,-0.7796390674262917,-1.0
5,0.6796183503325032,-0.4484884752245597,-1.0
6,0.6796183503325032,-0.4484884752245597,-1.0
7,0.6796183503325032,-0.13337202483439575,0.14978661367769955
8,0.8948716300093909,0.41810723382128806,0.38004512297710413
9,0.8948716300093909,0.5428660138788384,0.5298317366548037
10,0.8948716300093909,0.5720692053472053,0.5298317366548037
11,0.8948716300093909,0.5720692053472053,0.5298317366548037
12,0.8948716300093909,0.5840521344414212,0.5298317366548037
13,0.8948716300093909,0.5840521344414212,0.5298317366548037
14,0.8948716300093909,0.5840521344414212,0.5298317366548037
15,0.8948716300093909,0.5900435989885292,0.5298317366548037
16,0.8948716300093909,0.6046451947227127,0.5841412250882813
17,0.8948716300093909,0.6046451947227127,0.5841412250882813
18,0.8948716300093909,0.6046451947227127,0.5841412250882813
19,0.8948716300093909,0.6046451947227127,0.5841412250882813
20,0.8948716300093909,0.6170744109195571,0.5841412250882813
21,0.8948716300093909,0.6170744109195571,0.5841412250882813
22,0.8948716300093909,0.6312297195511122,0.5991464547107982
23,0.8948716300093909,0.6731699713808679,0.6646131207099863
24,0.8948716300093909,0.7023731628492349,0.6796183503325032
25,0.8948716300093909,0.7023731628492349,0.6796183503325032
26,0.8948716300093909,0.7023731628492349,0.6796183503325032
27,0.8948716300093909,0.7023731628492349,0.6796183503325032
28,1.0446582436870904,0.7207938435931873,0.6796183503325032
29,1.0446582436870904,0.7207938435931873,0.6796183503325032
30,1.0446582436870904,0.7207938435931873,0.6796183503325032
