generation,best_fitness,mean_fitness,median_fitness
0,1.5486309581950117,-0.7980585728656636,-1.0
1,1.5486309581950117,-0.5975575026866223,-1.0
2,1.5486309581950117,-0.49715118540236813,-1.0
3,1.5955883828247754,-0.19388091312069158,-1.0
4,1.5955883828247754,0.008861812644450523,-1.0
5,1.6580327919639828,1.5647578022698911,1.5657510134352741
6,1.667208709711171,1.6201050459699828,1.6169413536731698
7,1.7443862268822976,1.6374036162009928,1.6374484953196073
8,1.7443862268822976,1.659814192599586,1.646778723062671
9,1.7443862268822978,1.6761274855178987,1.6760758314041395
10,1.8210267109056872,1.699588192222875,1.6945819768943913
11,1.8210267109056872,1.7177310881998502,1.7057588907977654
12,1.8210267109056872,1.7319917572590102,1.7263431874421409
13,1.8210267109056872,1.7398277063237095,1.7341986001110783
14,1.8210267109056872,1.7487498906746246,1.7380603623935476
15,1.8210267109056872,1.7584313365906212,1.7526391604295914
16,1.8210267109056872,1.771718609161348,1.7527163154275291
17,1.8210267109056872,1.7744264574546469,1.7653564745788302
18,1.8336668700569883,1.777667565839743,1.7740692862759235
19,1.8336668700569883,1.7806771209711982,1.7824765298190928
20,1.854174011703426,1.7869493949296704,1.7824765298190928
21,1.854174011703426,1.7909122248923728,1.783399514018987
22,1.854174011703426,1.7960407667888987,1.7857864612273302
23,1.854174011703426,1.7999882878255264,1.794653582920299
24,1.854174011703426,1.8061010023053938,1.8039066556654249
25,1.854174011703426,1.807778464294684,1.8039066556654249
26,1.854174011703426,1.808718924490714,1.8039066556654249
27,1.854174011703426,1.8089129664672987,1.8039066556654249
28,1.854174011703426,1.8109914778289096,1.8107727812022074
29,1.854174011703426,1.8109914778289096,1.8107727812022074
30,1.8610401372402086,1.8184890769436513,1.8210267109056872
