generation,best_fitness,mean_fitness,median_fitness
0,0.3085386420856039,0.22382769528878374,0.21626926990037781
1,0.3085386420856039,0.23549584507667973,0.22984705634015373
2,0.3515597650630864,0.25728170287262286,0.24395274783253962
3,0.43731766602767846,0.29441211508069914,0.2786904777104321
4,0.43731766602767846,0.32051888682036095,0.3085386420856039
5,0.49444548771974567,0.36452549285266256,0.3515597650630864
6,0.49580165078284477,0.40579475994528574,0.3997213649240239
7,0.49580165078284477,0.43505742483738713,0.4293623711393768
8,0.49580165078284477,0.454618716015459,0.4559762010911043
9,0.5089704340304513,0.4714745595630964,0.4660818822541756
10,0.5089704340304513,0.47934929602226917,0.4802907920027834
11,0.5214015593102502,0.4935173842764767,0.49254637563637566
12,0.5298086122973469,0.4969824020916934,0.49347606096622154
13,0.5306258458390187,0.5016881344516099,0.4964487738002096
14,0.5306258458390187,0.5075969782458182,0.5049919912925566
15,0.5483156316733323,0.5140712562243713,0.5089747872698384
16,0.5507072246460845,0.5186253716227844,0.5152001386015808
17,0.5507072246460845,0.5247115853559328,0.5214015593102502
18,0.5517805984721632,0.5346836506788212,0.5343048132976534
19,0.5583611795660517,0.5410508095026366,0.5398522331878572
20,0.5583611795660517,0.5448574224432468,0.5455628017141129
21,0.5583611795660517,0.5472101052954239,0.5475961738112393
22,0.5655874044288653,0.5509791100898905,0.5483156316733323
23,0.5655874044288653,0.5524610550723598,0.551133433418539
24,0.5655874044288653,0.5528549553756938,0.5517805984721632
25,0.5655874044288653,0.5537540813671167,0.5518838080865429
26,0.5722595529909127,0.5561551577583921,0.5551502386242839
27,0.5827134707600965,0.5602225809774697,0.5583611795660517
28,0.5827134707600965,0.5603791090428076,0.5583611795660517
29,0.5827134707600965,0.5614768485832328,0.558439356889779
30,0.6025263308996751,0.5695769017809692,0.5655874044288653
