generation,best_fitness,mean_fitness,median_fitness
0,0.5986955599750152,0.2923590729860227,0.2787027532376771
1,0.5986955599750152,0.3526169943555048,0.321052651948453
2,0.6932899273514566,0.4184535783347119,0.3733741867646428
3,0.6932899273514566,0.46261427200925126,0.4115026856503485
4,0.6932899273514566,0.578208828979699,0.5822504689835744
5,0.7935121420283096,0.6679432767420083,0.666265090912737
6,0.7935121420283096,0.6893423831665667,0.6834310244495946
7,0.7935121420283096,0.7021132917738049,0.6911388069484578
8,0.7977138098412727,0.7200202797989377,0.7119407411009013
9,0.7977138098412727,0.7342606274550696,0.7274129361119768
10,0.8102426063955075,0.7510386290535077,0.7451135483894489
11,0.8112265284404002,0.7615121784339024,0.7527059751090557
12,0.8381273203126507,0.7810396073765254,0.7704544091462903
13,0.8381273203126507,0.8009071989812051,0.8029023128146764
14,0.8381273203126507,0.8167573557213275,0.8144437368220036
15,0.8404715664517747,0.8263273634414758,0.8257215305326407
16,0.8661110745223827,0.8327203238812442,0.8314476284810732
17,0.8661110745223827,0.8340823908790778,0.8334310294203539
18,0.8661110745223827,0.8371573690724393,0.8361645834155998
19,0.8661110745223827,0.8414599505646077,0.8381273203126507
20,0.8661110745223827,0.8453364385308275,0.8404715664517747
21,0.8750960369514824,0.849020215533878,0.8455429163972974
22,0.8750960369514824,0.8553562938125913,0.8537758556002234
23,0.8750960369514824,0.8604520827827126,0.8591763310487646
24,0.8774566665284215,0.8645465277428106,0.865316703565129
25,0.88292057953444,0.8693928063310856,0.867244715744273
26,0.891244747211998,0.87254007450117,0.8701958600167603
27,0.8926466794052553,0.8765868422905235,0.8767519291389154
28,0.8926466794052553,0.8810808798709189,0.8795351302577372
29,0.904863197258588,0.8849936905568686,0.88292057953444
30,0.90854334916678,0.8890234793305116,0.8867096927192192
